gene_name,logFC,logCPM,PValue,significant,symbol,entrez_name,location,gene_type,comparison
ENSMUSG00000042436,0.153844987643802,7.22997844863045,0.482238030753309,0,MFAP4,microfibril associated protein 4,Extracellular Space,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000026796,-0.125299424562317,8.25694198428262,0.482326803742489,0,NIBAN2,niban apoptosis regulator 2,Cytoplasm,transcription regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000020010,-0.231338494916564,5.58481693668733,0.483299421328139,0,Vnn3,vanin 3,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000016541,-0.0892862171191641,6.60536380186207,0.483663453694259,0,ATXN10,ataxin 10,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000038594,0.265759246280943,6.47992640674509,0.48395879926602,0,CEP85L,centrosomal protein 85 like,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000005442,0.108174090917006,6.96859759283297,0.484269777512492,0,CIC,capicua transcriptional repressor,Nucleus,transcription regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000027217,0.201772004221234,6.54937617896079,0.484778142567765,0,TSPAN18,tetraspanin 18,Other,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000058799,-0.10271655560283,7.27895751550008,0.485240127649742,0,NAP1L1,nucleosome assembly protein 1 like 1,Nucleus,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000019179,-0.151063175134989,6.19079625003803,0.485561923409271,0,MDH2,malate dehydrogenase 2,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000030020,0.113899013793539,7.12970674641844,0.485735723175237,0,PRICKLE2,prickle planar cell polarity protein 2,Nucleus,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000049659,-0.0791889367267515,6.6108124678988,0.48606012007129,0,AFTPH,aftiphilin,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000038872,0.124704719411565,7.26933158108248,0.486394981801972,0,ZFHX3,zinc finger homeobox 3,Nucleus,transcription regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000001029,0.199917821549292,6.14119996750925,0.486517707982231,0,ICAM2,intercellular adhesion molecule 2,Plasma Membrane,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000048332,0.0916827572040391,6.93981347985412,0.486619021537646,0,LHFPL6,LHFPL tetraspan subfamily member 6,Other,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000026365,-0.121549539240471,8.38510538194698,0.487464240183921,0,CFH,complement factor H,Extracellular Space,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000037111,-0.0952712343758924,6.74885966326136,0.487519518237471,0,SETD7,SET domain containing 7, histone lysine methyltransferase,Nucleus,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000034116,-0.21933906888355,5.39494152468784,0.487821822470766,0,VAV1,vav guanine nucleotide exchange factor 1,Nucleus,transcription regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000028757,-0.101212164296639,7.11370758173807,0.48783149887223,0,DDOST,dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000018339,0.146945379670697,8.73404046036151,0.488250206027791,0,GPX3,glutathione peroxidase 3,Extracellular Space,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000003429,-0.134930102692701,7.41836436185956,0.488297025060526,0,RPS11,ribosomal protein S11,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000033577,0.0888607888989566,6.75148840215034,0.488333182845943,0,MYO6,myosin VI,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000048249,-0.0964899697789866,7.24047807701207,0.488977540694815,0,CREBRF,CREB3 regulatory factor,Nucleus,transcription regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000007891,-0.18970766065946,9.0336975214787,0.489117837687084,0,CTSD,cathepsin D,Cytoplasm,peptidase,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000027067,-0.0861961548022444,6.45725655902166,0.489416882338586,0,SSRP1,structure specific recognition protein 1,Nucleus,transcription regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000003847,0.1064349491143,7.79155697904925,0.489867799220672,0,NFAT5,nuclear factor of activated T cells 5,Nucleus,transcription regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000025362,-0.123023914636525,6.79556246769263,0.490352135323577,0,RPS26,ribosomal protein S26,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000030788,0.0787170663485688,6.95119464922232,0.490701939319674,0,RNF141,ring finger protein 141,Other,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000052459,-0.0790676865889465,7.13075297173546,0.490891697076281,0,ATP6V1A,ATPase H+ transporting V1 subunit A,Plasma Membrane,transporter,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000041530,0.0816543372322505,6.83634112256256,0.490935387692356,0,AGO1,argonaute RISC component 1,Cytoplasm,translation regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000039218,0.132479200603517,9.37516792996229,0.491203120457866,0,Srrm2,serine/arginine repetitive matrix 2,Nucleus,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000032902,-0.169520929933864,5.96596709181884,0.491374882886548,0,SLC16A1,solute carrier family 16 member 1,Plasma Membrane,transporter,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000030105,-0.0941518611040063,6.44128608040059,0.491651016243687,0,ARL8B,ADP ribosylation factor like GTPase 8B,Plasma Membrane,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000002900,0.0792511625568527,7.30478419604495,0.492050357146699,0,LAMB1,laminin subunit beta 1,Extracellular Space,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000011114,-0.135377773507544,6.09854483325899,0.492079882568214,0,TBRG1,transforming growth factor beta regulator 1,Nucleus,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000004040,-0.0915031455463206,7.99667749798225,0.492750511417405,0,STAT3,signal transducer and activator of transcription 3,Nucleus,transcription regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000051506,-0.11666670212695,6.60657466547739,0.492823418786002,0,WDFY4,WDFY family member 4,Other,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000005893,-0.0822968731512362,6.83980299782022,0.493086016053548,0,NR2C2,nuclear receptor subfamily 2 group C member 2,Nucleus,ligand-dependent nuclear receptor,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000021338,-0.110645628991186,6.53937889468662,0.493215543234437,0,CARMIL1,capping protein regulator and myosin 1 linker 1,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000030432,-0.128349308849995,6.33400156759669,0.493716098189974,0,RPL28,ribosomal protein L28,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000020476,-0.130013680453538,6.25558927097515,0.494290805456687,0,DBNL,drebrin like,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000030655,0.0972638455966871,8.42520791271306,0.494491498349452,0,SMG1,SMG1 nonsense mediated mRNA decay associated PI3K related kinase,Cytoplasm,kinase,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000020422,0.111847686067469,8.66824548925742,0.49456728270695,0,TNS3,tensin 3,Plasma Membrane,phosphatase,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000050812,-0.0696999222359392,7.11692114748524,0.494571568962676,0,ECPAS,Ecm29 proteasome adaptor and scaffold,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000029188,-0.191193820335102,11.2610123359919,0.494681388899613,0,SLC34A2,solute carrier family 34 member 2,Plasma Membrane,transporter,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000021313,-0.390602079821619,6.32116578347009,0.494697241831014,0,RYR2,ryanodine receptor 2,Plasma Membrane,ion channel,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000036698,0.0912546221626118,7.4008830418668,0.495288525620084,0,AGO2,argonaute RISC catalytic component 2,Cytoplasm,translation regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000021133,0.109719292638898,7.86949955302235,0.495841378935683,0,SUSD6,sushi domain containing 6,Other,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000035929,0.159166448662342,7.29602378193217,0.496893188763959,0,HLA-A,major histocompatibility complex, class I, A,Plasma Membrane,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000031591,-0.104114027686408,7.14113574863005,0.497000953076036,0,ASAH1,N-acylsphingosine amidohydrolase 1,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000057522,-0.118433987800411,7.62011369277721,0.49732068648043,0,SPOP,speckle type BTB/POZ protein,Extracellular Space,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000021027,0.0758483502992092,7.12511854037864,0.49821224935032,0,RALGAPA1,Ral GTPase activating protein catalytic subunit alpha 1,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000032667,-0.0877494301565213,6.46059341041451,0.498385287499233,0,PON2,paraoxonase 2,Plasma Membrane,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000019302,-0.0847234897074006,6.99480522280048,0.498635374307043,0,ATP6V0A1,ATPase H+ transporting V0 subunit a1,Cytoplasm,transporter,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000038467,-0.0899608405152851,6.69986011848563,0.499210742621562,0,CHMP4B,charged multivesicular body protein 4B,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000119838,-0.952776782917558,5.017471237804,0.499379326159507,0,NA,NA,NA,NA,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000119668,-0.952776819889613,5.017471237804,0.499387423004636,0,NA,NA,NA,NA,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000038156,0.134006170649782,8.18312748645225,0.499510677154294,0,SPON1,spondin 1,Extracellular Space,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000029840,-0.0861666199364984,7.43873232931331,0.499562328153566,0,MTPN,myotrophin,Nucleus,transcription regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000025804,-0.322895097443214,5.31220513044278,0.49968944026146,0,CCR1,C-C motif chemokine receptor 1,Plasma Membrane,G-protein coupled receptor,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000048960,0.135297184372604,9.0191312667354,0.499761744914338,0,PREX2,phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000021687,-0.1128020101466,6.34681744538721,0.499796099719321,0,SCAMP1,secretory carrier membrane protein 1,Cytoplasm,transporter,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000046330,-0.130857732043269,7.77702902508969,0.499873209970396,0,RPL37A,ribosomal protein L37a,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000037652,0.0745811324331811,7.27440220615019,0.500008249680319,0,PHC3,polyhomeotic homolog 3,Nucleus,transcription regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000018819,-0.13729026624118,6.32306801523201,0.500040035672744,0,LSP1,lymphocyte specific protein 1,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000040850,-0.0827871944621208,6.92479163886038,0.500074789770577,0,PSME4,proteasome activator subunit 4,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000049517,-0.110892410043405,7.33784658819926,0.500126848978664,0,RPS23,ribosomal protein S23,Cytoplasm,translation regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000051435,-0.241532374615922,5.66542418019869,0.501010587555878,0,FHAD1,forkhead associated phosphopeptide binding domain 1,Other,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000024483,0.0755611598956078,7.21251683742535,0.501092463375411,0,ANKHD1/ANKHD1-EIF4EBP3,ankyrin repeat and KH domain containing 1,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000063457,-0.120228369648209,8.02063206475092,0.501353813371438,0,RPS15,ribosomal protein S15,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000041134,0.146107123878176,7.99475684873794,0.502021983162518,0,CYYR1,cysteine and tyrosine rich 1,Other,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000025786,-0.0809066184806137,7.49311642444088,0.502264019200355,0,ZDHHC3,zinc finger DHHC-type palmitoyltransferase 3,Cytoplasm,peptidase,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000019920,0.0974126338039799,7.46313579156056,0.502311787005717,0,LIMS1,LIM zinc finger domain containing 1,Plasma Membrane,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000025504,-0.121905246771738,6.33100581199754,0.502425303790561,0,EPS8L2,EPS8 like 2,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000035493,-0.173285458682317,7.1854336193169,0.503009514172277,0,TGFBI,transforming growth factor beta induced,Extracellular Space,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000010608,0.117128522579641,7.38318420883018,0.503040289280645,0,Rbm25,RNA binding motif protein 25,Nucleus,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000048758,-0.121072340116997,7.27050142546862,0.503354329423613,0,Rpl29 (includes others),ribosomal protein L29,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000034160,0.106050455331809,7.87954430403564,0.505068374488401,0,OGT,O-linked N-acetylglucosamine (GlcNAc) transferase,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000033880,-0.12205580742094,7.42531897740069,0.505277113949348,0,LGALS3BP,galectin 3 binding protein,Plasma Membrane,transmembrane receptor,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000032596,0.146616322239593,6.11854747633707,0.505284522526933,0,UBA7,ubiquitin like modifier activating enzyme 7,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000018042,-0.0870813412012214,7.8864837286475,0.505434971566458,0,Cyb5r3,cytochrome b5 reductase 3,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000006390,-0.142099078547127,7.4416224159628,0.505452513210585,0,ELOVL1,ELOVL fatty acid elongase 1,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000026821,-0.157199705779272,6.28614642966879,0.505587690055223,0,RALGDS,ral guanine nucleotide dissociation stimulator,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000034731,0.0998706699143095,7.21299602639948,0.505732338786493,0,DGKH,diacylglycerol kinase eta,Cytoplasm,kinase,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000025150,-0.20422255237619,11.4051568431423,0.505766859337402,0,Cbr2,carbonyl reductase 2,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000023175,-0.0989230888429686,8.22532995283347,0.506830695703266,0,BSG,basigin (Ok blood group),Plasma Membrane,transporter,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000026768,0.161092275052402,8.13513257632927,0.507146284835805,0,ITGA8,integrin subunit alpha 8,Plasma Membrane,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000067336,0.141933186528286,9.96775042486686,0.507783300893184,0,BMPR2,bone morphogenetic protein receptor type 2,Plasma Membrane,kinase,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000019916,0.109530699019131,6.50916242243235,0.509286846465955,0,P4HA1,prolyl 4-hydroxylase subunit alpha 1,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000052727,-0.162207606854904,6.91733947371025,0.509358195043626,0,MAP1B,microtubule associated protein 1B,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000073421,-0.134074029246857,7.80880973353836,0.509434446658497,0,HLA-DQB1,major histocompatibility complex, class II, DQ beta 1,Plasma Membrane,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000004951,0.169077492811701,6.19994097802185,0.509467409206079,0,HSPB1,heat shock protein family B (small) member 1,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000026288,0.138125002498628,6.32154909608378,0.509500995265008,0,INPP5D,inositol polyphosphate-5-phosphatase D,Cytoplasm,phosphatase,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000074151,0.223194378114319,5.60637594679427,0.510216342291695,0,NLRC5,NLR family CARD domain containing 5,Cytoplasm,transcription regulator,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000010277,-0.0844880730137778,8.01283673368419,0.510229984215787,0,KIAA0100,KIAA0100,Extracellular Space,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000031320,-0.13111193160947,8.57119952880441,0.510444645479217,0,RPS4Y1,ribosomal protein S4 Y-linked 1,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000037411,0.228835801124479,6.03991606452318,0.510445393128822,0,SERPINE1,serpin family E member 1,Extracellular Space,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000037072,-0.1063580868874,7.77315994687433,0.510612839037609,0,SELENOF,selenoprotein F,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000032085,-0.158666949317421,6.58492046076575,0.511672901424595,0,TAGLN,transgelin,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000016918,0.166758574123263,6.17858510643481,0.511891883393941,0,SULF1,sulfatase 1,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000019027,-0.246832100567718,5.52283257509262,0.512812676785081,0,DNAH1,dynein axonemal heavy chain 1,Extracellular Space,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000024587,-0.0847316727369779,6.53270381940525,0.512817871934021,0,NARS1,asparaginyl-tRNA synthetase 1,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000037443,-0.247661466297239,5.21307825412591,0.513053189361387,0,CEP85,centrosomal protein 85,Nucleus,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000038774,0.0842450752728329,6.66947876546744,0.513082842264221,0,ASCC3,activating signal cointegrator 1 complex subunit 3,Cytoplasm,enzyme,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000017119,-0.0642882273013894,7.29563870653006,0.513245216744767,0,NBR1,NBR1 autophagy cargo receptor,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000110779,0.219817858298884,8.34714659008423,0.51344928399812,0,RP23-285L15.1, ,Other,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000021610,-0.105144962054463,6.48785177752186,0.513562968955884,0,CLPTM1L,CLPTM1 like,Other,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000022961,0.0990491018126077,9.51185136730881,0.514035603897406,0,SON,SON DNA and RNA binding protein,Nucleus,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000038274,-0.0984347776651678,7.82368720086621,0.514224280893778,0,FAU,FAU ubiquitin like and ribosomal protein S30 fusion,Cytoplasm,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000025492,0.128031317918755,7.79743650435317,0.514278144808752,0,IFITM3,interferon induced transmembrane protein 3,Plasma Membrane,other,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
ENSMUSG00000033184,-0.100621096196784,7.10649023599656,0.514284444239056,0,TMED7,transmembrane p24 trafficking protein 7,Cytoplasm,transporter,Group20-Group18 (Air_JUUL_1Month_noLPS_Female Vs. MintJUUL_JUUL_1Month_noLPS_Female)
